1	0	0	0
2	35.09	41.57	-1.57
3	4.10	35.39	-0.61
4	28.89	35.38	-1.25
5	47.49	29.17	-1.56
6	28.89	16.78	-0.76
7	22.69	22.98	-0.76
8	28.89	10.58	-0.60
9	47.49	41.56	-1.89
10	41.29	22.97	-1.24
11	41.29	35.37	-1.57
12	4.10	16.80	-0.12
13	28.89	41.57	-1.41
14	28.89	4.39	-0.44
15	22.69	47.78	-1.41
16	16.50	10.59	-0.28
17	10.30	41.59	-0.93
18	41.29	10.58	-0.92
19	28.89	29.18	-1.08
20	47.49	35.36	-1.73
21	4.10	29.19	-0.44
22	10.30	47.78	-1.09
23	47.49	47.76	-2.05
24	22.69	10.59	-0.44
25	35.09	47.77	-1.73
26	41.29	4.38	-0.76
27	22.69	4.39	-0.28
28	35.09	16.78	-0.92
29	35.09	29.17	-1.24
30	41.29	47.76	-1.89
31	41.29	41.57	-1.73
32	47.49	16.77	-1.24
33	16.50	41.58	-1.09
34	28.89	22.98	-0.92
35	16.50	16.79	-0.44
36	4.10	41.59	-0.77
37	10.30	16.79	-0.28
38	35.09	10.58	-0.76
39	41.29	29.17	-1.40
40	41.29	16.77	-1.08
41	10.30	29.19	-0.60
42	35.09	35.37	-1.41
43	22.69	35.38	-1.09
44	22.69	16.79	-0.60
45	16.50	35.38	-0.93
46	16.50	47.78	-1.25
47	35.09	22.98	-1.08
48	10.30	4.40	0.04
49	16.50	4.39	-0.12
50	47.49	22.97	-1.40
51	10.30	35.39	-0.77
52	10.30	22.99	-0.44
53	4.10	23.00	-0.28
54	47.49	4.37	-0.92
55	4.10	47.79	-0.93
56	16.50	22.99	-0.60
57	47.49	10.57	-1.08
58	10.30	10.60	-0.12
59	16.50	29.19	-0.76
60	4.10	10.60	0.04
61	22.69	29.18	-0.92
62	28.89	47.77	-1.57
63	35.09	4.38	-0.60
64	4.10	4.40	0.20
65	22.69	41.58	-1.25
66	86.58	41.49	-4.71
67	55.68	35.35	-2.15
68	80.40	35.30	-4.06
69	98.95	29.07	-5.34
70	80.40	16.71	-3.58
71	74.22	22.92	-3.26
72	80.40	10.51	-3.42
73	92.76	22.88	-4.70
74	92.76	35.28	-5.02
75	55.68	16.76	-1.66
76	80.40	41.50	-4.23
77	80.40	4.31	-3.26
78	74.22	47.71	-3.91
79	68.04	10.54	-2.46
80	61.86	41.54	-2.79
81	92.76	10.49	-4.38
82	80.40	29.10	-3.90
83	55.68	29.15	-1.99
84	61.86	47.74	-2.95
85	74.22	10.52	-2.94
86	86.58	47.69	-4.87
87	92.76	4.29	-4.21
88	74.22	4.33	-2.78
89	86.58	16.70	-4.06
90	86.58	29.09	-4.38
91	98.95	16.67	-5.02
92	68.04	41.53	-3.27
93	80.40	22.91	-3.74
94	68.04	16.73	-2.62
95	55.68	41.55	-2.31
96	61.86	16.75	-2.14
97	86.58	10.50	-3.90
98	92.76	29.08	-4.86
99	92.76	16.68	-4.54
100	61.86	29.14	-2.47
101	86.58	35.29	-4.54
102	74.22	35.31	-3.59
103	74.22	16.72	-3.10
104	68.04	35.33	-3.11
105	68.04	47.72	-3.43
106	86.58	22.89	-4.22
107	61.86	4.35	-1.82
108	68.04	4.34	-2.30
109	98.95	22.87	-5.18
110	61.86	35.34	-2.63
111	61.86	22.94	-2.30
112	55.68	22.96	-1.82
113	98.95	4.28	-4.69
114	55.68	47.75	-2.47
115	68.04	22.93	-2.78
116	98.95	10.47	-4.86
117	61.86	10.55	-1.98
118	68.04	29.13	-2.94
119	55.68	10.56	-1.50
120	74.22	29.12	-3.42
121	80.40	47.70	-4.39
122	86.58	4.30	-3.73
123	55.68	4.36	-1.34
124	74.22	41.51	-3.75
125	55.68	68.82	-3.90
126	80.40	56.31	-4.84
127	68.04	62.57	-4.37
128	74.22	62.53	-4.84
129	74.22	56.35	-4.36
130	68.04	68.75	-4.85
131	61.86	68.79	-4.37
132	61.86	56.42	-3.40
133	68.04	56.39	-3.88
134	61.86	74.97	-4.86
135	55.68	75.00	-4.38
136	61.86	62.61	-3.89
137	55.68	62.64	-3.41
138	55.68	56.46	-2.93
139	28.89	68.89	-3.00
140	28.89	62.71	-2.51
141	41.29	75.05	-3.80
142	4.10	68.94	-2.36
143	28.89	56.53	-2.03
144	16.50	62.74	-2.19
145	41.29	62.69	-2.83
146	22.69	62.73	-2.35
147	41.29	56.51	-2.35
148	22.69	56.54	-1.87
149	35.09	68.88	-3.16
150	47.49	68.86	-3.47
151	16.50	68.92	-2.68
152	10.30	68.93	-2.52
153	35.09	62.70	-2.67
154	41.29	68.87	-3.32
155	22.69	68.91	-2.84
156	10.30	56.57	-1.55
157	16.50	56.56	-1.71
158	47.49	75.04	-3.96
159	47.49	56.49	-2.50
160	47.49	62.68	-2.99
161	10.30	62.75	-2.03
162	4.10	62.76	-1.87
163	35.09	56.52	-2.19
164	4.10	56.58	-1.39
165	113.25	4.23	-6.33
166	107.10	10.45	-5.70
167	107.10	4.25	-5.54
168	55.68	87.37	-5.35
169	55.68	81.19	-4.87
170	4.10	120.90	-7.31
171	28.89	108.52	-6.33
172	16.50	114.71	-6.82
173	22.69	114.69	-6.98
174	22.69	108.55	-6.18
175	16.50	120.86	-7.63
176	10.30	120.88	-7.47
177	10.30	108.59	-5.86
178	16.50	108.57	-6.02
179	4.10	127.05	-8.12
180	10.30	114.73	-6.67
181	4.10	114.75	-6.51
182	4.10	108.61	-5.70
183	35.09	93.61	-5.10
184	4.10	87.49	-3.81
185	28.89	87.44	-4.45
186	47.49	81.22	-4.44
187	22.69	75.09	-3.32
188	47.49	93.58	-5.41
189	41.29	87.41	-4.77
190	28.89	93.62	-4.94
191	22.69	99.81	-5.26
192	10.30	93.66	-4.46
193	28.89	81.26	-3.97
194	47.49	87.40	-4.93
195	4.10	81.31	-3.33
196	10.30	99.84	-4.94
197	35.09	99.79	-5.58
198	35.09	81.24	-4.13
199	41.29	99.77	-5.74
200	41.29	93.59	-5.25
201	16.50	93.64	-4.62
202	28.89	75.08	-3.48
203	4.10	93.67	-4.30
204	41.29	81.23	-4.28
205	10.30	81.29	-3.49
206	35.09	87.42	-4.61
207	22.69	87.45	-4.29
208	16.50	87.46	-4.13
209	16.50	99.82	-5.10
210	35.09	75.06	-3.64
211	10.30	87.47	-3.97
212	10.30	75.11	-3.00
213	4.10	75.13	-2.84
214	4.10	99.85	-4.78
215	16.50	75.10	-3.16
216	16.50	81.28	-3.65
217	22.69	81.27	-3.81
218	28.89	99.80	-5.42
219	22.69	93.63	-4.78
220	98.95	41.46	-5.66
221	98.95	35.26	-5.50
222	98.95	47.66	-5.83
223	92.76	47.67	-5.35
224	92.76	41.48	-5.18
225	80.40	68.67	-5.81
226	74.22	74.89	-5.81
227	80.40	62.49	-5.32
228	92.76	74.78	-7.25
229	92.76	62.42	-6.28
230	92.76	56.24	-5.79
231	86.58	68.64	-6.29
232	98.95	68.56	-7.24
233	80.40	74.85	-6.29
234	86.58	62.46	-5.80
235	92.76	68.60	-6.76
236	74.22	68.71	-5.33
237	86.58	74.82	-6.77
238	98.95	74.74	-7.73
239	98.95	56.20	-6.27
240	68.04	74.93	-5.34
241	98.95	62.38	-6.76
242	86.58	56.27	-5.32
243	137.85	41.34	-10.49
244	107.10	35.24	-6.35
245	131.70	35.16	-9.54
246	150.14	28.90	-11.77
247	131.70	16.57	-9.05
248	125.55	22.78	-8.41
249	131.70	10.37	-8.89
250	150.14	41.29	-12.09
251	143.99	22.72	-10.81
252	143.99	35.12	-11.13
253	107.10	16.65	-5.86
254	131.70	41.36	-9.70
255	131.70	4.17	-8.73
256	125.55	47.58	-9.06
257	119.40	10.41	-7.29
258	113.25	41.42	-7.31
259	143.99	10.33	-10.48
260	131.70	28.96	-9.37
261	150.14	35.10	-11.93
262	107.10	29.04	-6.18
263	113.25	47.62	-7.47
264	150.14	47.49	-12.25
265	125.55	10.39	-8.09
266	137.85	47.53	-10.66
267	143.99	4.13	-10.32
268	125.55	4.19	-7.93
269	137.85	16.55	-9.85
270	137.85	28.94	-10.17
271	143.99	47.51	-11.45
272	143.99	41.32	-11.29
273	150.14	16.50	-11.44
274	119.40	41.40	-8.10
275	131.70	22.76	-9.21
276	119.40	16.61	-7.46
277	107.10	41.44	-6.51
278	113.25	16.63	-6.66
279	137.85	10.35	-9.69
280	143.99	28.92	-10.97
281	143.99	16.52	-10.64
282	113.25	29.02	-6.98
283	137.85	35.14	-10.33
284	125.55	35.18	-8.74
285	125.55	16.59	-8.25
286	119.40	35.20	-7.94
287	119.40	47.60	-8.26
288	137.85	22.74	-10.01
289	119.40	4.21	-7.13
290	150.14	22.70	-11.60
291	113.25	35.22	-7.14
292	113.25	22.83	-6.82
293	107.10	22.85	-6.02
294	150.14	4.11	-11.12
295	107.10	47.64	-6.67
296	119.40	22.81	-7.62
297	150.14	10.31	-11.28
298	113.25	10.43	-6.50
299	119.40	29.00	-7.78
300	125.55	28.98	-8.58
301	131.70	47.56	-9.86
302	137.85	4.15	-9.52
303	125.55	41.38	-8.90
304	150.14	80.42	-14.62
305	131.70	68.25	-11.26
306	125.55	74.49	-10.95
307	131.70	62.06	-10.78
308	143.99	74.30	-13.34
309	107.10	68.50	-8.08
310	131.70	55.88	-10.29
311	119.40	62.19	-9.19
312	143.99	61.94	-12.37
313	131.70	80.61	-12.23
314	125.55	62.13	-9.98
315	143.99	55.76	-11.88
316	125.55	55.95	-9.50
317	137.85	68.18	-12.06
318	137.85	80.55	-13.03
319	150.14	68.06	-13.65
320	131.70	74.43	-11.75
321	119.40	68.37	-9.67
322	113.25	68.43	-8.88
323	137.85	62.00	-11.57
324	143.99	80.48	-13.82
325	143.99	68.12	-12.85
326	125.55	68.31	-10.47
327	137.85	74.36	-12.54
328	113.25	56.07	-7.91
329	119.40	56.01	-8.70
330	150.14	74.24	-14.13
331	113.25	74.61	-9.36
332	107.10	74.68	-8.57
333	150.14	55.70	-12.68
334	119.40	74.55	-10.16
335	150.14	61.88	-13.16
336	113.25	62.25	-8.39
337	107.10	62.31	-7.60
338	125.55	80.67	-11.44
339	137.85	55.82	-11.09
340	107.10	56.13	-7.11
341	86.58	93.36	-8.22
342	80.40	87.22	-7.26
343	98.95	80.92	-8.21
344	98.95	93.29	-9.18
345	92.76	87.14	-8.22
346	80.40	93.40	-7.75
347	74.22	99.62	-7.75
348	61.86	93.51	-6.31
349	80.40	81.04	-6.78
350	98.95	87.10	-8.70
351	61.86	99.69	-6.80
352	98.95	99.47	-9.67
353	86.58	99.54	-8.71
354	86.58	81.00	-7.26
355	92.76	99.50	-9.19
356	92.76	93.32	-8.70
357	68.04	93.47	-6.79
358	55.68	93.55	-5.84
359	92.76	80.96	-7.73
360	61.86	81.15	-5.34
361	86.58	87.18	-7.74
362	74.22	87.25	-6.78
363	68.04	87.29	-6.31
364	68.04	99.65	-7.28
365	61.86	87.33	-5.83
366	55.68	99.73	-6.32
367	68.04	81.11	-5.82
368	74.22	81.07	-6.30
369	80.40	99.58	-8.23
370	74.22	93.44	-7.27
371	86.58	144.98	-14.45
372	55.68	139.14	-11.26
373	80.40	138.89	-13.16
374	98.95	132.56	-13.78
375	80.40	120.45	-10.74
376	74.22	126.66	-11.07
377	80.40	114.30	-9.94
378	98.95	144.85	-15.40
379	92.76	126.47	-12.50
380	92.76	138.77	-14.11
381	55.68	120.70	-8.84
382	80.40	145.04	-13.97
383	80.40	108.16	-9.13
384	74.22	151.25	-14.30
385	68.04	114.43	-8.99
386	61.86	145.23	-12.54
387	92.76	114.18	-10.89
388	80.40	132.75	-12.36
389	98.95	138.71	-14.59
390	55.68	133.00	-10.46
391	61.86	151.38	-13.35
392	98.95	151.00	-16.20
393	74.22	114.37	-9.46
394	86.58	151.13	-15.25
395	92.76	108.03	-10.08
396	74.22	108.22	-8.66
397	86.58	120.39	-11.22
398	86.58	132.68	-12.83
399	92.76	151.06	-15.73
400	92.76	144.92	-14.92
401	98.95	120.27	-12.17
402	68.04	145.17	-13.02
403	80.40	126.60	-11.55
404	68.04	120.58	-9.79
405	55.68	145.29	-12.07
406	61.86	120.64	-9.32
407	86.58	114.24	-10.41
408	92.76	132.62	-13.31
409	92.76	120.33	-11.69
410	61.86	132.93	-10.93
411	86.58	138.83	-13.64
412	74.22	138.96	-12.69
413	74.22	120.51	-10.27
414	68.04	139.02	-12.21
415	68.04	151.31	-13.83
416	86.58	126.54	-12.03
417	61.86	108.34	-7.70
418	68.04	108.28	-8.18
419	98.95	126.41	-12.98
420	61.86	139.08	-11.74
421	61.86	126.79	-10.12
422	55.68	126.85	-9.65
423	98.95	107.97	-10.56
424	55.68	151.44	-12.88
425	68.04	126.72	-10.60
426	98.95	114.12	-11.36
427	61.86	114.49	-8.51
428	68.04	132.87	-11.41
429	55.68	114.55	-8.04
430	74.22	132.81	-11.88
431	80.40	151.19	-14.78
432	86.58	108.10	-9.61
433	55.68	108.41	-7.23
434	74.22	145.10	-13.49
435	35.09	145.39	-11.33
436	4.10	139.34	-9.73
437	28.89	139.26	-10.37
438	47.49	133.05	-10.04
439	28.89	120.82	-7.95
440	22.69	126.99	-8.60
441	28.89	114.67	-7.14
442	47.49	145.35	-11.65
443	41.29	126.92	-9.07
444	41.29	139.22	-10.68
445	28.89	145.41	-11.17
446	22.69	151.58	-11.82
447	10.30	145.47	-10.70
448	41.29	114.63	-7.46
449	28.89	133.11	-9.56
450	47.49	139.20	-10.84
451	4.10	133.20	-8.93
452	10.30	151.62	-11.50
453	47.49	151.49	-12.46
454	35.09	151.53	-12.14
455	41.29	108.48	-6.65
456	35.09	120.80	-8.11
457	35.09	133.09	-9.72
458	41.29	151.51	-12.30
459	41.29	145.37	-11.49
460	47.49	120.76	-8.42
461	16.50	145.45	-10.86
462	28.89	126.97	-8.75
463	4.10	145.49	-10.54
464	35.09	114.65	-7.30
465	41.29	133.07	-9.88
466	41.29	120.78	-8.26
467	10.30	133.18	-9.09
468	35.09	139.24	-10.53
469	22.69	139.28	-10.21
470	22.69	120.84	-7.79
471	16.50	139.30	-10.05
472	16.50	151.60	-11.66
473	35.09	126.95	-8.91
474	47.49	126.90	-9.23
475	10.30	139.32	-9.89
476	10.30	127.03	-8.28
477	47.49	108.46	-6.81
478	4.10	151.64	-11.35
479	16.50	127.01	-8.44
480	47.49	114.61	-7.62
481	16.50	133.16	-9.24
482	22.69	133.13	-9.40
483	28.89	151.56	-11.98
484	35.09	108.50	-6.49
485	22.69	145.43	-11.02
486	47.49	99.76	-5.90
487	137.85	92.91	-14.00
488	107.10	87.04	-9.54
489	131.70	86.79	-12.72
490	150.14	92.78	-15.59
491	143.99	86.66	-14.31
492	131.70	92.97	-13.20
493	125.55	99.21	-12.89
494	113.25	93.16	-10.82
495	150.14	86.60	-15.10
496	107.10	80.86	-9.05
497	113.25	99.34	-11.30
498	150.14	98.96	-16.07
499	137.85	99.09	-14.48
